Author,Year,Month,Num Commits,Lines Added,Lines Deleted,Files Added,Files Deleted,Files Modified,First Commit Date UTC,Last Commit Date UTC
6,2020,1,14,974,680,2,4,142,01/02/2020 19:34:44,01/29/2020 22:25:40
6,2020,2,35,4419,2559,30,12,216,02/03/2020 18:12:05,02/29/2020 02:47:45
6,2020,3,35,5185,1451,17,5,154,03/02/2020 16:58:57,03/31/2020 17:32:03
6,2020,4,15,2631,485,26,0,66,04/01/2020 01:07:55,04/27/2020 19:55:07
6,2020,5,45,11265,1628,70,4,158,05/01/2020 23:37:25,05/30/2020 15:03:17
6,2020,6,20,4505,3014,47,12,322,06/04/2020 02:15:42,06/30/2020 04:14:49
6,2020,7,32,2309,882,12,1,135,07/01/2020 01:07:48,07/29/2020 18:47:12
6,2020,8,7,1107,340,11,2,26,08/04/2020 02:53:03,08/26/2020 16:57:33
6,2020,9,17,2052,906,8,4,110,09/07/2020 18:25:14,09/30/2020 15:50:06
6,2020,10,10,486,104,5,2,21,10/01/2020 14:03:15,10/22/2020 22:39:09
6,2020,11,5,1168,283,3,1,26,11/09/2020 02:46:48,11/26/2020 21:27:02
6,2020,12,3,1293,744,6,4,29,12/04/2020 18:04:02,12/04/2020 20:08:01
6,2021,1,6,50,15,1,0,16,01/21/2021 23:59:13,01/29/2021 19:11:31
6,2021,2,9,1215,704,8,11,52,02/03/2021 21:30:43,02/19/2021 16:45:11
6,2021,3,13,3418,1777,12,3,112,03/01/2021 23:50:58,03/30/2021 23:19:42
6,2021,4,6,888,818,0,1,54,04/15/2021 19:32:38,04/27/2021 13:45:17
6,2021,5,8,2527,1672,8,3,120,05/05/2021 23:26:20,05/27/2021 03:23:15
6,2021,6,5,54,51,0,0,13,06/09/2021 18:30:46,06/28/2021 21:19:56
6,2021,7,4,55,16,0,0,5,07/01/2021 19:28:07,07/13/2021 18:24:55
6,2021,8,5,486,219,3,1,34,08/20/2021 20:18:47,08/31/2021 21:39:21
6,2021,9,5,15053,609,2,0,23,09/04/2021 15:37:02,09/28/2021 15:26:44
6,2021,10,4,633,645,3,3,91,10/11/2021 19:09:04,10/30/2021 00:32:02
6,2021,11,5,4151,3071,3,2,68,11/04/2021 14:56:29,11/30/2021 00:34:23
6,2021,12,1,8,12,0,0,1,12/08/2021 01:32:10,12/08/2021 01:32:10
6,2022,2,3,1210,669,17,3,111,02/03/2022 20:32:27,02/19/2022 03:22:49
6,2022,4,3,8124,6811,63,76,357,04/13/2022 02:22:20,04/23/2022 16:43:10
6,2022,5,2,2649,2932,5,14,105,05/06/2022 23:22:41,05/25/2022 15:27:55
6,2022,6,8,3715,2058,6,3,56,06/07/2022 21:01:09,06/30/2022 15:54:27
6,2022,7,1,3501,2985,14,7,62,07/16/2022 17:21:40,07/16/2022 17:21:40
6,2022,8,18,2751,1714,13,4,118,08/08/2022 15:18:36,08/27/2022 18:05:52
6,2022,9,15,3291,2408,10,7,108,09/02/2022 02:04:14,09/30/2022 17:25:46
6,2022,10,9,1663,1562,5,7,121,10/15/2022 04:17:08,10/22/2022 17:01:45
6,2022,11,17,1595,1803,5,4,115,11/02/2022 15:01:01,11/17/2022 23:19:37
6,2022,12,2,113,72,1,0,14,12/27/2022 18:05:55,12/31/2022 19:36:36
6,2023,1,27,3650,2101,12,5,178,01/01/2023 20:03:49,01/30/2023 14:20:27
6,2023,2,16,4560,4191,7,2,128,02/04/2023 07:16:54,02/24/2023 15:21:31
6,2023,3,13,598,371,3,1,31,03/09/2023 01:24:49,03/22/2023 17:57:09
6,2023,4,7,637,665,0,3,81,04/10/2023 20:26:28,04/22/2023 00:17:40
6,2023,5,16,865,691,3,1,106,05/11/2023 21:27:51,05/26/2023 19:56:38
6,2023,6,10,660,555,0,3,64,06/05/2023 21:26:20,06/23/2023 19:31:59
6,2023,7,5,1550,958,0,5,75,07/10/2023 21:58:49,07/27/2023 00:34:36
6,2023,8,15,3320,1899,16,1,120,08/03/2023 19:35:09,08/26/2023 18:03:10
6,2023,9,10,1509,1493,1,3,176,09/11/2023 17:42:16,09/22/2023 18:29:20
6,2023,10,2,691,460,0,0,16,10/12/2023 01:32:53,10/16/2023 16:09:27
6,2023,11,8,2256,2194,4,1,33,11/07/2023 08:07:03,11/30/2023 20:35:15
6,2023,12,3,575,261,0,0,29,12/04/2023 22:14:22,12/05/2023 21:20:50
6,2024,1,2,1365,1328,0,0,11,01/03/2024 13:41:41,01/12/2024 21:14:49
6,2024,2,1,80,9,2,0,5,02/27/2024 00:52:19,02/27/2024 00:52:19
6,2024,3,3,2291,8753,2,70,63,03/21/2024 19:51:58,03/26/2024 20:56:12
6,2024,4,9,735,1268,2,6,60,04/05/2024 14:58:35,04/26/2024 19:02:34
6,2024,5,2,398,659,0,2,74,05/01/2024 02:16:52,05/10/2024 20:29:10
7,2019,5,2,171642,34,679,0,5,05/13/2019 22:52:48,05/20/2019 23:43:20
7,2021,2,1,5,8,0,0,4,02/09/2021 19:43:33,02/09/2021 19:43:33
7,2023,5,4,4888,4784,13,0,117,05/05/2023 14:29:21,05/22/2023 08:10:14
7,2024,4,1,52,13,0,0,13,04/29/2024 08:12:00,04/29/2024 08:12:00
7,2024,5,1,6,6,0,0,2,05/01/2024 08:11:09,05/01/2024 08:11:09
8,2019,5,8,163,20,8,0,9,05/15/2019 19:04:41,05/30/2019 21:30:46
8,2019,6,5,868,216,12,0,40,06/06/2019 23:00:21,06/11/2019 20:39:43
8,2019,7,4,164,68,1,0,5,07/22/2019 20:25:17,07/29/2019 22:36:44
8,2019,8,7,770,305,11,0,51,08/08/2019 20:09:05,08/30/2019 20:27:18
8,2019,9,9,4576,450,47,2,52,09/04/2019 21:59:58,09/26/2019 19:34:56
8,2019,10,7,763,494,5,2,64,10/03/2019 17:26:40,10/29/2019 19:46:29
8,2019,11,3,254,73,2,0,9,11/02/2019 18:11:40,11/27/2019 22:39:40
8,2020,1,4,435,154,4,2,21,01/08/2020 00:49:01,01/31/2020 22:20:30
8,2020,2,9,325,96,6,0,15,02/03/2020 22:04:02,02/29/2020 00:15:59
8,2020,3,11,893,292,14,0,35,03/10/2020 18:45:34,03/24/2020 23:57:20
8,2020,4,15,1192,498,18,6,83,04/03/2020 17:17:49,04/22/2020 22:32:36
8,2020,5,50,4959,3837,26,22,216,05/04/2020 21:27:32,05/29/2020 21:34:36
8,2020,6,24,13358,748,14,0,119,06/01/2020 21:25:43,06/30/2020 20:59:22
8,2020,7,15,2997,1628,25,20,135,07/02/2020 23:30:51,07/31/2020 21:59:53
8,2020,8,4,118,30,0,0,10,08/19/2020 19:29:08,08/27/2020 22:29:49
8,2020,9,12,3469,2015,24,5,85,09/01/2020 20:14:21,09/15/2020 19:20:04
8,2020,10,6,298,166,7,2,27,10/01/2020 22:05:09,10/14/2020 22:21:46
8,2020,11,3,185,164,0,2,64,11/24/2020 00:27:58,11/26/2020 03:17:03
8,2020,12,5,272,13,24,0,13,12/01/2020 19:07:57,12/08/2020 22:53:51
8,2021,1,10,1460,178,8,0,50,01/08/2021 00:55:42,01/29/2021 00:12:56
8,2021,2,25,42055,4157,49,3,222,02/03/2021 00:31:28,02/26/2021 04:42:15
8,2021,3,32,13634,23288,59,21,213,03/04/2021 18:24:19,03/31/2021 14:49:53
8,2021,4,17,2477,1628,3,1,106,04/01/2021 02:29:28,04/27/2021 21:29:05
8,2021,5,15,2489,1677,3,1,85,05/12/2021 21:18:07,05/27/2021 23:36:09
8,2021,6,21,5836,4504,18,7,126,06/02/2021 20:47:21,06/30/2021 19:18:38
8,2021,7,9,630,352,7,2,37,07/07/2021 00:58:13,07/30/2021 23:13:33
8,2021,8,3,1386,511,3,0,18,08/02/2021 22:17:15,08/12/2021 18:44:22
8,2021,9,13,2893,1541,27,9,101,09/09/2021 17:31:57,09/30/2021 23:32:34
8,2021,10,8,608,399,1,0,17,10/01/2021 18:48:22,10/27/2021 00:55:47
8,2021,11,12,1299,997,6,0,101,11/02/2021 23:11:42,11/30/2021 23:06:19
8,2021,12,2,10,21,0,0,2,12/01/2021 01:11:27,12/03/2021 22:51:13
8,2022,1,2,2927,1888,25,17,194,01/11/2022 00:42:40,01/13/2022 20:52:30
8,2022,2,9,27661,418,42,0,31,02/01/2022 00:40:49,02/28/2022 20:01:49
8,2022,3,13,23185,1058,268,0,80,03/10/2022 23:31:36,03/31/2022 20:49:07
8,2022,4,3,2790,877,6,6,47,04/07/2022 00:36:34,04/27/2022 11:01:32
8,2022,5,7,1460,686,0,2,36,05/05/2022 17:36:01,05/27/2022 22:40:14
8,2022,6,7,1493,15886,6,6,46,06/09/2022 18:35:18,06/29/2022 22:02:24
8,2022,7,11,517,580,3,12,35,07/08/2022 01:01:46,07/28/2022 00:56:30
8,2022,8,6,6162,531,5,0,34,08/05/2022 18:05:37,08/25/2022 18:19:56
8,2022,9,4,229,139,1,1,12,09/01/2022 23:19:25,09/29/2022 22:43:49
8,2022,10,13,1079,572,8,1,83,10/03/2022 21:00:45,10/31/2022 16:42:38
8,2022,11,19,59145,93596,18,81,919,11/02/2022 17:22:56,11/30/2022 00:41:04
8,2022,12,7,1899,581,16,0,39,12/01/2022 23:45:13,12/07/2022 15:51:04
8,2023,1,17,1382,272,8,2,62,01/03/2023 18:54:59,01/31/2023 19:05:37
8,2023,2,9,926,1157,4,2,53,02/01/2023 00:06:33,02/21/2023 18:51:04
8,2023,3,5,148,39,0,0,7,03/03/2023 23:37:24,03/10/2023 00:50:46
9,2019,5,3,349,231,1,0,28,05/15/2019 16:40:19,05/20/2019 23:03:09
10,2019,5,2,85,15,1,0,11,05/17/2019 00:37:25,05/31/2019 17:13:45
10,2019,6,41,49549,6956,326,64,269,06/03/2019 09:54:47,06/26/2019 23:40:36
10,2019,7,21,5977,2641,61,6,327,07/02/2019 14:38:09,07/31/2019 08:33:41
10,2019,8,14,1721,640,12,0,105,08/01/2019 23:18:47,08/30/2019 23:46:48
10,2019,9,27,5773,2605,29,7,287,09/03/2019 17:22:02,09/27/2019 16:41:38
10,2019,10,47,10622,2597,44,5,193,10/01/2019 17:58:36,10/31/2019 17:37:40
10,2019,11,24,3295,1734,16,4,98,11/02/2019 12:33:00,11/27/2019 21:57:01
10,2019,12,10,1057,707,2,0,24,12/03/2019 14:55:13,12/18/2019 15:18:59
10,2020,1,23,1503,206854,14,818,123,01/06/2020 13:08:43,01/30/2020 20:15:30
10,2020,2,38,1174,454,13,1,104,02/04/2020 17:29:03,02/28/2020 20:37:18
10,2020,3,82,6393,2618,34,9,170,03/02/2020 16:30:28,03/31/2020 23:18:12
10,2020,4,57,1785,1227,12,5,140,04/01/2020 09:57:24,04/30/2020 18:20:49
10,2020,5,106,3497,2011,21,5,835,05/04/2020 22:22:57,05/30/2020 00:16:01
10,2020,6,79,3221,2556,19,9,217,06/03/2020 17:01:27,06/30/2020 22:47:00
10,2020,7,30,808,348,6,1,60,07/01/2020 17:16:49,07/24/2020 16:00:31
10,2020,8,29,8201,471,34,0,86,08/01/2020 17:24:47,08/27/2020 20:20:03
10,2020,9,30,756,184,3,0,51,09/01/2020 14:40:29,09/30/2020 16:31:33
10,2020,10,11,120,78,1,0,23,10/14/2020 19:31:26,10/20/2020 22:22:35
10,2020,11,16,158,546,0,0,33,11/02/2020 20:27:18,11/27/2020 16:14:58
10,2020,12,6,39,39,0,0,11,12/02/2020 20:35:42,12/04/2020 19:54:07
10,2021,1,23,3968,1991,9,2,158,01/06/2021 11:23:22,01/29/2021 15:09:39
10,2021,2,25,2768,3178,2,7,95,02/02/2021 20:24:35,02/26/2021 21:59:03
10,2021,3,63,16796,7536,59,10,243,03/01/2021 22:00:25,03/31/2021 09:08:51
10,2021,4,55,3861,3514,7,5,209,04/01/2021 02:50:16,04/28/2021 22:35:52
10,2021,5,27,2578,1687,10,6,125,05/06/2021 21:32:47,05/28/2021 02:10:38
10,2021,6,16,1744,2048,3,9,30,06/01/2021 19:02:10,06/21/2021 17:21:58
10,2021,7,7,2213,1111,19,5,58,07/07/2021 17:53:45,07/30/2021 19:54:44
10,2021,8,24,1067,1115,6,4,145,08/10/2021 14:59:45,08/20/2021 20:51:27
10,2021,9,85,4404,3024,38,13,553,09/01/2021 07:14:00,09/30/2021 22:06:00
10,2021,10,12,3100,2249,11,5,186,10/01/2021 18:02:18,10/31/2021 14:09:45
10,2021,11,61,51866,19021,83,7,221,11/02/2021 15:51:02,11/30/2021 21:20:31
10,2021,12,8,857,2972,13,1,20,12/01/2021 16:04:42,12/15/2021 15:48:10
10,2022,1,42,69948,25063,16,52,201,01/11/2022 13:07:02,01/31/2022 23:33:56
10,2022,2,5,61,77923,0,14,8,02/01/2022 17:15:37,02/04/2022 15:50:04
10,2022,3,6,1630,649,6,1,32,03/14/2022 13:31:44,03/31/2022 20:37:47
10,2022,4,6,267,330,0,4,18,04/07/2022 13:02:59,04/23/2022 17:02:55
10,2022,5,13,1948,1433,0,0,28,05/11/2022 16:22:26,05/27/2022 09:17:08
10,2022,6,21,3479,1103,24,10,106,06/07/2022 21:16:27,06/29/2022 00:50:52
10,2022,7,16,3284,1589,9,3,172,07/08/2022 15:15:41,07/27/2022 23:34:49
10,2022,8,1,103,18,1,0,4,08/25/2022 14:31:09,08/25/2022 14:31:09
10,2022,9,16,2434,1419,1,3,103,09/07/2022 20:32:47,09/28/2022 19:51:01
10,2022,10,40,2646,1245,3,1,83,10/03/2022 10:14:57,10/29/2022 01:41:37
10,2022,11,48,19261,6927,12,4,246,11/01/2022 19:08:07,11/30/2022 02:18:48
10,2022,12,13,842,162,0,0,40,12/01/2022 19:24:06,12/27/2022 20:28:55
10,2023,1,10,1300,442,4,1,59,01/04/2023 16:41:29,01/10/2023 16:15:10
10,2023,2,15,13360,3714,26,9,261,02/06/2023 19:39:34,02/17/2023 17:41:09
10,2023,3,9,1523,705,0,1,81,03/02/2023 11:34:34,03/22/2023 12:58:45
10,2023,4,14,643,465,7,3,52,04/12/2023 20:10:05,04/28/2023 19:54:45
10,2023,5,38,1613,1203,14,2,187,05/02/2023 15:19:34,05/31/2023 11:42:37
10,2023,6,37,2953,1379,6,1,113,06/01/2023 15:14:15,06/21/2023 11:13:27
10,2023,7,8,1880,3091,1,0,22,07/05/2023 11:47:23,07/26/2023 11:41:32
10,2023,8,25,283,132,1,0,38,08/03/2023 00:40:01,08/24/2023 17:37:02
10,2023,9,26,10076,438,14,1,102,09/01/2023 15:02:43,09/28/2023 16:07:30
10,2023,10,52,5856,1768,15,4,96,10/03/2023 22:27:19,10/23/2023 17:03:04
10,2023,11,36,3445,7984,15,4,203,11/01/2023 13:05:15,11/27/2023 23:15:21
10,2023,12,11,161,80,1,0,36,12/01/2023 10:12:22,12/18/2023 16:51:10
10,2024,1,19,1015,167,2,1,50,01/03/2024 13:39:47,01/27/2024 17:28:05
10,2024,2,8,72,29,0,0,15,02/02/2024 00:06:16,02/29/2024 08:37:12
10,2024,3,3,1174,901,0,0,14,03/14/2024 13:58:07,03/21/2024 20:51:27
10,2024,4,1,283,1,1,0,2,04/23/2024 22:39:37,04/23/2024 22:39:37
11,2019,5,1,1,1,0,0,1,05/17/2019 16:04:07,05/17/2019 16:04:07
12,2019,5,3,208,94,2,1,23,05/21/2019 22:08:11,05/28/2019 21:29:42
12,2019,6,6,813,462,1,0,98,06/03/2019 16:33:07,06/12/2019 17:06:30
12,2019,7,4,713,240,12,2,53,07/02/2019 16:43:05,07/23/2019 18:52:39
12,2019,8,6,476,59,9,0,21,08/06/2019 21:12:41,08/28/2019 20:15:44
12,2019,9,3,313,26,3,0,14,09/03/2019 19:24:34,09/10/2019 21:38:18
13,2019,5,13,399,319,7,10,32,05/23/2019 00:36:52,05/31/2019 01:16:09
13,2019,6,15,312,180,2,0,43,06/03/2019 20:13:29,06/19/2019 22:52:04
13,2019,7,3,107,83,0,0,6,07/09/2019 23:28:01,07/16/2019 21:59:48
13,2019,8,8,966,273,14,0,122,08/02/2019 21:27:43,08/28/2019 20:23:59
13,2019,9,3,808,268,13,2,42,09/05/2019 22:02:53,09/17/2019 22:58:01
14,2019,5,1,1236,483,10,0,43,05/29/2019 23:18:41,05/29/2019 23:18:41
14,2019,6,1,99,59,1,0,6,06/18/2019 19:34:04,06/18/2019 19:34:04
14,2019,11,1,366,244,0,0,3,11/13/2019 22:42:52,11/13/2019 22:42:52
14,2019,12,1,5,2,0,0,1,12/12/2019 02:01:50,12/12/2019 02:01:50
14,2020,1,17,1382,723,10,1,89,01/15/2020 21:52:21,01/31/2020 13:54:13
14,2020,2,7,28,11,2,0,10,02/04/2020 00:38:54,02/23/2020 00:10:36
14,2020,3,8,463,537,4,0,32,03/03/2020 16:49:04,03/19/2020 22:57:26
14,2020,4,2,14,11,0,0,2,04/01/2020 08:58:55,04/14/2020 17:02:49
14,2020,5,1,1,1,0,0,1,05/06/2020 08:13:24,05/06/2020 08:13:24
14,2020,6,2,66,18,0,0,5,06/19/2020 02:49:34,06/26/2020 19:04:29
14,2020,8,2,1694,796,3,3,21,08/04/2020 16:17:05,08/13/2020 08:11:29
14,2020,9,60,1486,1101,9,5,134,09/07/2020 09:04:41,09/30/2020 14:35:18
14,2020,10,29,735,310,5,0,56,10/01/2020 16:01:21,10/13/2020 22:19:06
14,2021,1,7,81,40,1,0,8,01/11/2021 11:47:24,01/11/2021 14:51:00
14,2021,2,1,44,21,0,0,1,02/08/2021 10:53:10,02/08/2021 10:53:10
14,2021,4,1,57,0,0,0,2,04/26/2021 23:56:55,04/26/2021 23:56:55
14,2021,5,4,2931,2470,6,3,25,05/06/2021 00:11:27,05/28/2021 02:11:39
14,2021,7,4,2006,1272,0,0,15,07/01/2021 19:04:39,07/30/2021 19:58:45
14,2021,8,11,1333,781,11,1,88,08/03/2021 17:27:54,08/10/2021 15:35:22
14,2022,3,1,3,24,0,1,2,03/17/2022 00:54:59,03/17/2022 00:54:59
14,2022,6,1,1,1,0,0,1,06/22/2022 14:54:35,06/22/2022 14:54:35
14,2023,1,20,1046,975,2,2,42,01/10/2023 17:45:19,01/30/2023 15:49:00
14,2023,2,14,1260,1227,0,5,25,02/01/2023 23:50:14,02/28/2023 23:20:12
14,2023,3,13,497,114,1,0,19,03/01/2023 21:42:13,03/23/2023 01:27:03
14,2023,4,10,250,64,0,1,16,04/05/2023 13:04:24,04/12/2023 07:41:52
14,2023,6,1,1,1,0,0,1,06/06/2023 16:10:11,06/06/2023 16:10:11
14,2023,10,1,1,1,0,0,1,10/04/2023 18:39:44,10/04/2023 18:39:44
14,2023,11,1,1,1,0,0,1,11/08/2023 19:10:35,11/08/2023 19:10:35
14,2024,1,1,1,1,0,0,1,01/05/2024 11:07:11,01/05/2024 11:07:11
15,2019,10,2,1242,810,2,3,6,10/07/2019 17:57:46,10/11/2019 20:55:38
15,2019,11,1,126,46,1,0,2,11/02/2019 00:36:44,11/02/2019 00:36:44
15,2019,12,1,29,3,0,0,2,12/12/2019 23:27:21,12/12/2019 23:27:21
15,2020,1,1,28,28,0,0,3,01/07/2020 05:38:14,01/07/2020 05:38:14
15,2020,3,5,1090,1429,2,1,23,03/07/2020 01:45:43,03/31/2020 08:23:00
15,2020,4,2,42,19,0,0,4,04/01/2020 23:35:48,04/09/2020 02:37:46
15,2020,5,5,670,190,2,0,22,05/05/2020 18:12:31,05/29/2020 17:36:38
15,2020,6,1,3,3,0,0,1,06/10/2020 01:23:28,06/10/2020 01:23:28
15,2020,7,1,3,3,0,0,1,07/22/2020 03:43:30,07/22/2020 03:43:30
15,2020,8,2,8,8,0,0,2,08/17/2020 15:33:14,08/27/2020 21:16:30
15,2020,9,1,14,8,0,0,4,09/19/2020 20:46:56,09/19/2020 20:46:56
15,2020,10,2,11,5,0,0,3,10/02/2020 01:52:32,10/22/2020 00:55:27
15,2020,11,2,590,19,20,0,5,11/03/2020 01:11:51,11/08/2020 19:04:50
15,2021,1,6,192,186,0,0,16,01/02/2021 23:27:51,01/07/2021 15:09:51
15,2021,2,2,83,13,1,0,8,02/03/2021 02:06:22,02/03/2021 02:36:47
15,2021,4,3,92,15,0,0,4,04/13/2021 04:00:44,04/15/2021 06:09:13
15,2021,5,10,534,298,3,0,45,05/11/2021 22:41:37,05/29/2021 00:57:52
15,2021,6,8,389,47,2,0,24,06/01/2021 16:01:56,06/15/2021 23:18:10
15,2021,7,6,251,206,0,0,12,07/27/2021 19:01:16,07/30/2021 19:51:33
15,2021,8,3,250,112,0,0,6,08/04/2021 00:20:15,08/04/2021 22:44:03
16,2019,11,2,1380,2083,3,10,64,11/04/2019 22:09:18,11/25/2019 18:58:22
16,2019,12,1,108,72,0,0,9,12/10/2019 23:00:30,12/10/2019 23:00:30
16,2020,1,3,57,15,0,0,9,01/22/2020 23:25:07,01/24/2020 13:52:47
16,2020,2,10,142,641,1,6,29,02/03/2020 18:33:44,02/22/2020 21:01:02
16,2020,4,1,37,6,0,0,7,04/02/2020 18:43:42,04/02/2020 18:43:42
16,2020,5,1,25,11,0,0,3,05/29/2020 17:37:14,05/29/2020 17:37:14
16,2020,7,1,15,3,0,0,3,07/17/2020 18:52:15,07/17/2020 18:52:15
16,2020,10,1,15,3,0,0,3,10/12/2020 20:35:23,10/12/2020 20:35:23
16,2020,11,2,3424,2265,12,9,67,11/23/2020 19:01:06,11/25/2020 19:57:54
16,2021,1,2,231,80,1,0,25,01/11/2021 13:39:22,01/25/2021 16:06:20
16,2021,3,1,222,40,2,0,17,03/25/2021 01:11:35,03/25/2021 01:11:35
16,2021,4,2,15,885,0,7,8,04/13/2021 01:50:40,04/22/2021 03:07:24
16,2021,6,1,285,178,0,0,24,06/21/2021 20:37:26,06/21/2021 20:37:26
16,2021,7,1,453,66,2,0,11,07/30/2021 21:28:57,07/30/2021 21:28:57
16,2021,10,1,241,518,0,7,17,10/01/2021 19:40:36,10/01/2021 19:40:36
16,2021,11,1,82,56,0,0,11,11/02/2021 23:12:05,11/02/2021 23:12:05
16,2022,1,2,465,1186,5,4,27,01/11/2022 00:40:40,01/20/2022 22:38:29
16,2022,2,3,374,228,7,0,22,02/01/2022 17:44:03,02/21/2022 13:52:07
16,2022,6,1,248,118,0,0,15,06/22/2022 23:49:13,06/22/2022 23:49:13
16,2022,11,1,914,585,3,2,98,11/16/2022 00:09:03,11/16/2022 00:09:03
16,2023,2,1,5,5,0,0,2,02/27/2023 22:18:33,02/27/2023 22:18:33
16,2023,3,1,5,5,0,0,2,03/16/2023 16:02:08,03/16/2023 16:02:08
16,2023,4,2,27,13,1,0,6,04/12/2023 19:10:27,04/24/2023 15:44:54
16,2023,7,1,3,3,0,0,2,07/31/2023 19:34:36,07/31/2023 19:34:36
16,2023,8,1,5,5,0,0,2,08/09/2023 23:16:17,08/09/2023 23:16:17
16,2023,10,1,5,5,0,0,2,10/02/2023 16:50:58,10/02/2023 16:50:58
16,2023,11,2,8,8,0,0,4,11/13/2023 16:53:00,11/21/2023 01:55:50
16,2024,1,2,38,25,0,0,16,01/11/2024 18:54:11,01/16/2024 17:52:45
16,2024,2,2,29,29,0,0,8,02/05/2024 17:46:25,02/15/2024 18:31:47
16,2024,3,2,1773,19,24,0,7,03/04/2024 17:50:07,03/27/2024 16:20:52
16,2024,4,1,3,3,0,0,2,04/29/2024 22:01:43,04/29/2024 22:01:43
17,2019,11,1,2,0,0,0,1,11/07/2019 18:43:14,11/07/2019 18:43:14
17,2021,12,2,28,156,0,0,2,12/15/2021 23:40:16,12/15/2021 23:43:27
18,2019,11,1,1,1,0,0,1,11/08/2019 00:13:40,11/08/2019 00:13:40
18,2021,6,1,12,3,0,0,2,06/08/2021 17:21:57,06/08/2021 17:21:57
19,2019,12,1,145,0,1,0,0,12/02/2019 18:54:26,12/02/2019 18:54:26
20,2020,1,3,190,16,4,0,12,01/12/2020 16:35:17,01/31/2020 22:49:44
20,2020,2,18,330,179,2,1,47,02/04/2020 00:40:00,02/23/2020 06:36:37
20,2020,3,15,1555,171,3,0,22,03/03/2020 22:51:12,03/19/2020 19:22:52
20,2020,4,1,478,2,1,0,1,04/06/2020 18:12:44,04/06/2020 18:12:44
20,2020,9,3,161,37,0,0,4,09/18/2020 23:19:16,09/19/2020 22:51:15
21,2020,1,1,975,40,9,0,16,01/31/2020 23:07:31,01/31/2020 23:07:31
21,2020,2,29,2267,597,10,0,52,02/05/2020 20:04:49,02/24/2020 21:18:47
21,2020,3,5,155,367,0,5,13,03/10/2020 01:00:29,03/19/2020 18:55:37
21,2020,4,16,305,166,2,0,29,04/13/2020 22:43:21,04/19/2020 15:23:09
21,2020,6,2,23,33,0,0,2,06/18/2020 22:26:04,06/19/2020 05:29:27
21,2020,7,4,141,8,1,0,5,07/09/2020 19:14:59,07/20/2020 21:10:26
22,2020,2,1,208,0,2,0,0,02/04/2020 20:54:23,02/04/2020 20:54:23
23,2020,2,13,188,88,0,0,39,02/05/2020 13:35:41,02/29/2020 13:21:05
23,2020,3,20,301,345,0,3,60,03/01/2020 13:20:54,03/31/2020 12:18:45
23,2020,4,3,319,107,1,0,29,04/24/2020 12:18:34,04/30/2020 12:16:06
23,2020,5,2,2033,2130,9,3,60,05/13/2020 21:04:53,05/20/2020 12:09:43
23,2020,6,3,23,11,0,0,9,06/02/2020 12:16:03,06/27/2020 12:08:27
23,2020,8,2,46,10,0,0,7,08/06/2020 12:18:11,08/12/2020 12:08:11
