Author,Year,Quarter,Num Commits,Lines Added,Lines Deleted,Files Added,Files Deleted,Files Modified,First Commit Date UTC,Last Commit Date UTC
190,2022,1,1,1,1,0,0,1,02/15/2022 03:29:24,02/15/2022 03:29:24
191,2022,1,8,9814,100,108,0,62,02/16/2022 19:25:51,03/28/2022 20:40:36
191,2022,2,13,4636,791,35,0,100,04/21/2022 03:28:42,06/17/2022 17:38:04
191,2022,3,12,6801,1633,20,4,120,07/13/2022 20:14:10,09/29/2022 20:56:37
191,2022,4,12,2096,353,13,0,50,10/07/2022 23:37:22,11/30/2022 22:59:17
191,2023,1,12,1691,410,22,3,52,01/05/2023 20:47:35,03/31/2023 22:44:44
191,2023,2,13,4051,115,23,0,60,04/04/2023 08:14:32,06/23/2023 09:25:08
191,2023,3,3,33,9,0,0,5,07/06/2023 20:16:01,09/26/2023 08:26:20
191,2024,1,1,167,126,0,0,9,01/10/2024 20:02:30,01/10/2024 20:02:30
191,2024,2,2,1499,11,22,0,2,06/13/2024 18:35:12,06/26/2024 16:43:31
191,2024,3,4,6936,207,58,1,17,07/17/2024 19:46:59,08/05/2024 20:36:00
192,2022,1,1,8,8,0,0,3,02/17/2022 04:06:07,02/17/2022 04:06:07
193,2022,1,2,1772,32,1,0,1,02/25/2022 22:15:00,03/16/2022 22:21:44
193,2022,2,2,1435,421,0,0,2,05/02/2022 23:29:23,05/09/2022 17:49:39
193,2023,1,1,50,320,0,0,1,03/28/2023 17:39:23,03/28/2023 17:39:23
193,2023,2,2,153,65,0,0,2,04/18/2023 20:25:09,06/13/2023 00:21:49
193,2023,4,2,36,1102,1,0,2,11/14/2023 22:10:26,12/01/2023 01:14:50
194,2022,1,2,88,2,1,0,2,03/07/2022 21:20:40,03/11/2022 01:57:12
194,2023,4,1,3,4,0,0,3,10/12/2023 00:45:31,10/12/2023 00:45:31
195,2022,2,2,114,23,0,0,9,04/04/2022 18:57:29,06/10/2022 23:24:42
195,2022,3,1,21805,603,36,3,10,08/10/2022 21:43:13,08/10/2022 21:43:13
195,2022,4,2,101822,788,4,0,32,10/20/2022 19:51:31,10/24/2022 17:30:48
195,2024,1,13,263908,7783,29,6,117,02/06/2024 19:13:28,03/29/2024 21:52:53
195,2024,2,5,212478,1589,5,5,60,04/03/2024 18:09:24,05/21/2024 15:32:08
195,2024,3,1,4163,2149,4,0,33,07/15/2024 14:48:58,07/15/2024 14:48:58
196,2022,2,2,446,111,2,0,5,04/05/2022 21:20:04,04/11/2022 21:41:17
197,2022,2,1,1,1,0,0,1,05/23/2022 18:39:51,05/23/2022 18:39:51
198,2022,2,1,1,1,0,0,1,05/24/2022 01:11:25,05/24/2022 01:11:25
199,2022,3,3,4,13,0,0,3,08/02/2022 00:41:57,08/02/2022 17:16:34
200,2022,3,1,649,193,1,0,18,09/20/2022 20:16:32,09/20/2022 20:16:32
200,2023,1,1,560,5,1,0,6,01/09/2023 23:16:24,01/09/2023 23:16:24
201,2022,3,1,230,7,0,0,2,09/27/2022 21:47:32,09/27/2022 21:47:32
201,2022,4,2,159,51,0,0,5,10/04/2022 21:02:08,10/06/2022 21:43:52
202,2022,4,1,2,2,0,0,2,10/10/2022 22:26:56,10/10/2022 22:26:56
203,2022,4,1,15,15,0,0,4,10/12/2022 19:34:19,10/12/2022 19:34:19
204,2022,4,1,128,1,0,0,3,10/12/2022 20:08:56,10/12/2022 20:08:56
205,2022,4,1,1,1,0,0,1,11/17/2022 20:19:39,11/17/2022 20:19:39
206,2022,4,1,12271,32,15,0,26,12/21/2022 20:54:13,12/21/2022 20:54:13
206,2023,1,1,29,14,0,0,4,01/13/2023 04:37:51,01/13/2023 04:37:51
206,2023,2,1,97,0,1,0,0,05/04/2023 21:59:32,05/04/2023 21:59:32
207,2023,1,1,209,76,1,0,9,02/09/2023 19:38:50,02/09/2023 19:38:50
208,2023,2,1,17,17,0,0,6,04/21/2023 17:49:51,04/21/2023 17:49:51
208,2023,3,2,142,10,2,0,12,08/03/2023 19:24:11,08/25/2023 17:57:35
208,2024,1,4,222,20,4,0,22,01/19/2024 19:36:36,02/21/2024 08:36:18
209,2023,2,1,28,3,0,0,4,05/04/2023 22:06:42,05/04/2023 22:06:42
210,2023,2,1,6,14,0,0,1,05/05/2023 17:06:37,05/05/2023 17:06:37
211,2023,2,1,334,18,1,0,5,05/09/2023 05:07:05,05/09/2023 05:07:05
212,2023,2,7,990,1727,0,0,31,05/11/2023 18:58:47,06/13/2023 23:39:40
212,2023,3,19,5667,2886,3,0,86,07/06/2023 19:15:46,09/27/2023 22:28:28
212,2023,4,10,19883,25174,18,5,90,10/02/2023 23:07:10,12/12/2023 17:04:47
212,2024,1,1,41,0,0,0,2,03/21/2024 16:47:45,03/21/2024 16:47:45
212,2024,2,6,927,431,1,0,39,04/03/2024 19:41:57,06/13/2024 19:14:02
212,2024,3,1,4699,4161,1,1,5,07/24/2024 19:11:33,07/24/2024 19:11:33
213,2023,3,6,8703,8752,0,0,53,08/07/2023 02:49:12,09/01/2023 03:36:33
214,2023,3,1,11,3,0,0,3,09/25/2023 17:52:21,09/25/2023 17:52:21
215,2023,3,1,25,4,0,0,4,09/27/2023 17:35:51,09/27/2023 17:35:51
216,2023,4,1,24,24,0,0,1,10/19/2023 21:52:58,10/19/2023 21:52:58
217,2023,4,1,2,2,0,0,1,12/07/2023 20:15:04,12/07/2023 20:15:04
218,2023,4,1,3,3,0,0,1,12/07/2023 20:31:55,12/07/2023 20:31:55
219,2023,4,1,81,28,0,0,3,12/11/2023 22:57:23,12/11/2023 22:57:23
220,2024,1,1,329,1470,2,1,0,02/12/2024 16:37:15,02/12/2024 16:37:15
221,2024,1,2,461,302,2,0,8,03/06/2024 20:50:41,03/08/2024 01:21:22
221,2024,2,2,21,17,1,0,2,04/18/2024 00:09:42,05/10/2024 15:14:43
221,2024,3,2,41,0,0,0,2,07/10/2024 19:00:33,07/26/2024 23:28:12
222,2024,1,1,8,8,0,0,1,03/21/2024 16:44:00,03/21/2024 16:44:00
223,2024,1,1,4,0,1,0,0,03/25/2024 19:26:57,03/25/2024 19:26:57
224,2024,2,1,2,1,0,0,1,04/18/2024 00:29:47,04/18/2024 00:29:47
225,2024,2,1,13,4,0,0,1,05/29/2024 17:18:08,05/29/2024 17:18:08
226,2024,3,1,1,1,0,0,1,07/24/2024 19:01:44,07/24/2024 19:01:44
227,2024,3,1,195,36,0,0,2,07/26/2024 23:39:20,07/26/2024 23:39:20
228,2024,3,1,4,2,0,0,1,07/27/2024 03:04:17,07/27/2024 03:04:17
229,2024,3,1,60,12,0,0,3,07/28/2024 22:55:03,07/28/2024 22:55:03
