Author,Year,Month,Num Commits,Lines Added,Lines Deleted,Files Added,Files Deleted,Files Modified,First Commit Date UTC,Last Commit Date UTC
130,2019,12,2,209,24,0,0,11,12/02/2019 23:52:16,12/17/2019 16:31:01
130,2020,1,4,321,22,0,0,22,01/11/2020 20:25:57,01/28/2020 21:38:18
130,2020,2,12,821,173,1,0,40,02/01/2020 19:02:26,02/27/2020 21:13:33
130,2020,3,4,394,1333,0,1,10,03/11/2020 21:34:20,03/26/2020 01:40:52
130,2020,4,1,53,51,0,0,3,04/10/2020 23:50:42,04/10/2020 23:50:42
130,2020,5,5,2494,1309,4,0,43,05/05/2020 17:46:44,05/21/2020 18:34:09
130,2020,6,2,77602,65,8,0,42,06/17/2020 20:32:13,06/30/2020 16:42:45
130,2020,7,2,391,95,0,0,28,07/10/2020 23:04:04,07/11/2020 00:40:54
130,2020,10,2,15,12,0,0,4,10/15/2020 06:01:33,10/27/2020 22:22:29
130,2020,11,1,1,1,0,0,1,11/02/2020 19:29:52,11/02/2020 19:29:52
130,2020,12,1,51,7,0,0,3,12/07/2020 19:36:59,12/07/2020 19:36:59
131,2019,9,1,93,85,0,0,9,09/17/2019 17:42:15,09/17/2019 17:42:15
132,2019,9,1,94,2,0,0,2,09/19/2019 16:25:30,09/19/2019 16:25:30
132,2019,10,4,957,89,3,0,11,10/02/2019 03:58:43,10/31/2019 20:09:20
132,2019,11,4,617,238,3,0,51,11/08/2019 23:05:45,11/27/2019 21:42:48
132,2019,12,1,184,3,1,0,2,12/18/2019 17:15:03,12/18/2019 17:15:03
132,2020,1,7,333,302,0,0,31,01/02/2020 22:18:01,01/27/2020 23:45:17
132,2020,2,2,156,1,0,0,3,02/12/2020 21:47:09,02/25/2020 01:44:24
132,2020,3,3,33,13,0,0,10,03/02/2020 18:44:43,03/25/2020 23:09:20
132,2020,4,3,486,31,4,0,9,04/21/2020 22:06:22,04/28/2020 17:25:10
132,2020,5,5,1404,412,7,1,63,05/16/2020 05:39:00,05/27/2020 21:15:11
132,2020,6,2,942,221,5,0,17,06/09/2020 18:56:15,06/30/2020 16:12:07
132,2020,7,2,33,9,0,0,3,07/10/2020 23:35:10,07/11/2020 00:33:30
132,2020,8,2,443,15,1,0,4,08/13/2020 01:16:13,08/17/2020 19:00:10
132,2020,9,2,58,31,0,0,6,09/30/2020 18:13:20,09/30/2020 20:07:59
132,2020,10,1,3,3,0,0,2,10/20/2020 02:43:11,10/20/2020 02:43:11
132,2020,11,1,2,0,0,0,1,11/25/2020 01:45:55,11/25/2020 01:45:55
132,2020,12,8,273,149,0,0,23,12/08/2020 00:55:53,12/18/2020 03:43:17
133,2019,9,1,2,2,0,0,2,09/27/2019 17:10:48,09/27/2019 17:10:48
134,2019,9,1,17,1,0,0,2,09/29/2019 00:57:07,09/29/2019 00:57:07
134,2019,10,1,82,27,1,0,4,10/02/2019 04:23:29,10/02/2019 04:23:29
135,2019,10,4,690,619,3,0,71,10/01/2019 00:18:25,10/30/2019 18:19:51
135,2019,11,1,383,18,7,0,8,11/09/2019 04:20:53,11/09/2019 04:20:53
135,2019,12,4,15,7,0,0,4,12/12/2019 19:44:01,12/31/2019 21:45:59
135,2020,1,10,554,77,19,0,58,01/03/2020 21:37:08,01/31/2020 20:32:19
135,2020,2,18,494,298,4,0,107,02/01/2020 19:09:52,02/27/2020 22:29:44
135,2020,3,9,160,87,2,1,32,03/05/2020 20:45:59,03/31/2020 21:20:26
135,2020,4,11,16928,40751,64,177,202,04/04/2020 00:38:47,04/25/2020 06:04:10
135,2020,5,13,385,604,2,5,43,05/04/2020 21:33:13,05/30/2020 08:35:29
135,2020,6,8,166,420,0,0,39,06/01/2020 20:33:31,06/30/2020 19:40:57
135,2020,7,5,358,255,0,0,38,07/01/2020 17:20:31,07/09/2020 21:11:39
135,2020,8,1,29,6,0,0,1,08/18/2020 17:53:49,08/18/2020 17:53:49
135,2020,10,1,41,23,0,0,3,10/30/2020 18:02:43,10/30/2020 18:02:43
135,2020,11,1,93,16,0,0,5,11/05/2020 00:16:03,11/05/2020 00:16:03
135,2020,12,4,79,53,0,0,13,12/05/2020 05:24:02,12/11/2020 04:40:11
136,2019,10,6,1507,539,3,1,22,10/02/2019 15:10:44,10/28/2019 21:20:17
136,2019,11,1,464,406,0,0,4,11/07/2019 03:03:52,11/07/2019 03:03:52
137,2019,10,1,25,0,0,0,2,10/02/2019 17:51:35,10/02/2019 17:51:35
137,2020,1,2,14,6,0,0,2,01/31/2020 17:48:48,01/31/2020 22:38:20
137,2020,2,1,7,7,0,0,4,02/12/2020 05:35:13,02/12/2020 05:35:13
138,2019,10,1,169,38,0,0,3,10/03/2019 08:17:59,10/03/2019 08:17:59
138,2020,1,2,8,6,0,0,2,01/13/2020 23:03:39,01/30/2020 18:58:46
138,2020,2,10,4930,4048,3,0,238,02/03/2020 18:29:10,02/26/2020 18:15:03
138,2020,3,10,33553,755,3,0,56,03/13/2020 19:01:58,03/27/2020 01:36:41
138,2020,4,2,23,39,0,0,3,04/04/2020 00:18:21,04/08/2020 05:06:48
139,2019,10,1,687,53,5,0,31,10/17/2019 23:02:01,10/17/2019 23:02:01
139,2020,1,1,2,1,0,0,1,01/21/2020 20:29:42,01/21/2020 20:29:42
139,2020,2,4,5685,157,53,0,43,02/03/2020 19:41:17,02/18/2020 23:50:49
139,2020,3,4,667,384,6,0,37,03/03/2020 23:07:21,03/31/2020 03:27:09
139,2020,4,3,86,55,0,0,23,04/07/2020 17:56:00,04/29/2020 00:15:11
139,2020,5,3,100,15,1,0,9,05/06/2020 18:39:35,05/21/2020 23:49:32
139,2020,7,1,430,1573,3,5,42,07/20/2020 21:20:14,07/20/2020 21:20:14
139,2020,8,1,12,1,0,0,1,08/19/2020 17:15:20,08/19/2020 17:15:20
139,2020,10,1,96,151,0,0,9,10/13/2020 16:56:25,10/13/2020 16:56:25
139,2020,12,1,17,16,0,0,10,12/10/2020 21:35:44,12/10/2020 21:35:44
139,2021,2,1,167,26,2,0,5,02/03/2021 01:22:42,02/03/2021 01:22:42
139,2021,6,2,11,8,0,0,4,06/01/2021 19:09:02,06/25/2021 22:39:49
139,2021,11,1,57,1,0,0,2,11/19/2021 18:29:07,11/19/2021 18:29:07
140,2019,11,1,2,2,0,0,1,11/04/2019 15:28:17,11/04/2019 15:28:17
141,2019,11,1,5,3,0,0,2,11/14/2019 01:26:49,11/14/2019 01:26:49
141,2022,7,1,295,3,4,0,3,07/06/2022 18:55:22,07/06/2022 18:55:22
141,2022,11,1,1,1,0,0,1,11/07/2022 22:19:39,11/07/2022 22:19:39
141,2023,4,1,11,1,0,0,3,04/21/2023 16:49:15,04/21/2023 16:49:15
141,2023,5,2,1003,267,3,0,14,05/08/2023 19:55:13,05/08/2023 20:58:09
141,2023,6,1,32,6,0,0,4,06/28/2023 00:02:56,06/28/2023 00:02:56
142,2019,12,20,572,440,1,0,54,12/07/2019 20:19:38,12/14/2019 01:40:24
142,2020,1,6,394,47,3,0,11,01/03/2020 16:30:31,01/31/2020 16:24:13
142,2020,2,19,2399,2113,5,0,100,02/01/2020 21:40:52,02/14/2020 14:24:14
142,2020,3,3,853,203,11,0,49,03/02/2020 19:28:21,03/02/2020 23:11:39
142,2020,4,2,809,163,10,0,36,04/04/2020 00:36:24,04/04/2020 00:38:10
143,2020,1,7,286,286,0,0,90,01/02/2020 22:15:15,01/13/2020 22:11:18
144,2020,1,1,1,1,0,0,1,01/06/2020 17:43:47,01/06/2020 17:43:47
145,2020,1,1,303,16,4,0,9,01/17/2020 06:13:24,01/17/2020 06:13:24
146,2020,1,2,59,63,2,0,3,01/28/2020 19:15:05,01/29/2020 00:00:02
146,2020,2,1,2,0,0,0,1,02/07/2020 18:06:52,02/07/2020 18:06:52
146,2020,3,1,10,18,0,0,1,03/31/2020 16:36:07,03/31/2020 16:36:07
146,2020,4,1,7,3,0,0,1,04/23/2020 17:03:01,04/23/2020 17:03:01
147,2020,1,1,31,17,0,0,5,01/29/2020 11:06:43,01/29/2020 11:06:43
148,2020,2,1,4,5,0,0,1,02/04/2020 22:26:36,02/04/2020 22:26:36
149,2020,4,7,15024,1185,58,15,23,04/08/2020 17:06:27,04/29/2020 21:03:39
149,2020,5,8,3710,1628,13,5,18,05/05/2020 00:58:49,05/22/2020 22:01:36
149,2020,6,1,427,128,2,0,6,06/29/2020 21:14:00,06/29/2020 21:14:00
149,2020,7,5,527,105,1,0,12,07/01/2020 22:33:10,07/26/2020 16:56:05
149,2020,8,1,8,1,0,0,1,08/31/2020 23:37:27,08/31/2020 23:37:27
149,2020,9,2,84,30,2,0,5,09/01/2020 22:29:05,09/10/2020 22:48:45
149,2020,10,2,17,2,0,0,3,10/26/2020 17:34:35,10/29/2020 04:10:27
149,2020,11,1,215,74,0,0,5,11/03/2020 18:40:17,11/03/2020 18:40:17
149,2020,12,3,123,19,1,0,7,12/01/2020 03:47:56,12/16/2020 18:51:43
150,2020,4,1,3,0,0,0,1,04/17/2020 15:46:00,04/17/2020 15:46:00
151,2020,4,1,28,24,0,0,2,04/23/2020 03:39:25,04/23/2020 03:39:25
152,2020,5,2,51,1,0,0,3,05/05/2020 07:00:07,05/11/2020 22:03:50
153,2020,5,1,1306,3,5,0,2,05/11/2020 17:36:13,05/11/2020 17:36:13
153,2020,6,1,119,49,0,0,4,06/19/2020 20:16:02,06/19/2020 20:16:02
154,2020,5,3,428,115,0,0,13,05/19/2020 22:48:59,05/28/2020 17:07:56
154,2020,6,5,520,112,1,0,53,06/03/2020 16:52:44,06/18/2020 00:17:47
154,2020,7,2,89,8,0,0,6,07/02/2020 04:39:20,07/08/2020 01:53:19
155,2020,6,1,1,1,0,0,1,06/13/2020 18:59:21,06/13/2020 18:59:21
156,2020,6,1,463,1,2,0,3,06/22/2020 19:51:30,06/22/2020 19:51:30
157,2020,6,1,9758,72,10,0,5,06/29/2020 17:12:47,06/29/2020 17:12:47
157,2020,9,1,60,10,0,0,5,09/04/2020 06:10:31,09/04/2020 06:10:31
157,2020,10,1,230,52,1,0,2,10/19/2020 21:23:47,10/19/2020 21:23:47
157,2020,12,1,123,3,1,0,2,12/02/2020 03:53:22,12/02/2020 03:53:22
157,2021,2,1,221,4,1,0,2,02/09/2021 17:20:02,02/09/2021 17:20:02
158,2020,6,1,366,87,1,0,5,06/30/2020 16:55:03,06/30/2020 16:55:03
158,2020,7,1,4,3,0,0,1,07/01/2020 01:41:14,07/01/2020 01:41:14
159,2020,7,2,110,78,1,0,7,07/08/2020 16:12:10,07/29/2020 18:46:45
159,2021,8,1,966,607,0,0,169,08/24/2021 22:37:57,08/24/2021 22:37:57
159,2021,10,1,2209,2172,0,0,593,10/04/2021 23:09:00,10/04/2021 23:09:00
160,2020,7,1,25,25,0,0,8,07/28/2020 05:30:57,07/28/2020 05:30:57
161,2020,8,1,189,24,0,0,3,08/25/2020 22:39:01,08/25/2020 22:39:01
162,2020,8,1,890,389,11,4,25,08/28/2020 21:52:15,08/28/2020 21:52:15
163,2020,10,1,61,18,0,0,3,10/30/2020 17:03:51,10/30/2020 17:03:51
164,2020,12,1,203,63,1,0,8,12/09/2020 01:18:31,12/09/2020 01:18:31
165,2020,12,1,6,6,0,0,1,12/09/2020 06:23:25,12/09/2020 06:23:25
166,2021,1,1,396,4,0,0,4,01/15/2021 05:02:03,01/15/2021 05:02:03
167,2021,1,1,1,3,0,0,3,01/27/2021 20:32:13,01/27/2021 20:32:13
167,2021,4,1,1,1,0,0,1,04/14/2021 22:19:02,04/14/2021 22:19:02
167,2022,2,3,18,2,0,0,3,02/06/2022 07:24:25,02/15/2022 23:55:03
167,2022,3,1,0,20538,0,111,0,03/24/2022 05:34:46,03/24/2022 05:34:46
167,2022,4,3,146,206,0,0,42,04/19/2022 00:41:50,04/21/2022 21:18:16
167,2022,8,1,3,1,0,0,3,08/05/2022 20:30:56,08/05/2022 20:30:56
167,2022,10,11,2178,5103,7,13,118,10/07/2022 20:54:38,10/29/2022 00:44:53
167,2022,11,3,63,31,1,1,4,11/01/2022 19:30:06,11/04/2022 16:05:45
167,2023,9,1,8,3,0,0,3,09/27/2023 18:16:01,09/27/2023 18:16:01
167,2023,12,4,271,227,0,0,35,12/21/2023 16:37:50,12/22/2023 20:18:29
167,2024,1,3,32,3,1,0,2,01/03/2024 02:02:13,01/19/2024 19:32:29
167,2024,2,2,335,732,3,4,73,02/28/2024 00:05:43,02/28/2024 20:55:27
167,2024,3,5,223,37,3,1,15,03/12/2024 21:42:21,03/22/2024 16:02:44
167,2024,5,2,9,12,0,0,3,05/13/2024 16:53:31,05/17/2024 14:22:17
168,2021,2,1,106,3,1,0,2,02/18/2021 00:00:57,02/18/2021 00:00:57
168,2021,6,2,110,23,0,0,5,06/08/2021 02:26:12,06/24/2021 00:06:01
169,2021,2,1,128,21,0,0,15,02/18/2021 17:44:53,02/18/2021 17:44:53
170,2021,2,1,3,3,0,0,1,02/22/2021 18:15:24,02/22/2021 18:15:24
171,2021,3,3,65905,207,83,0,20,03/11/2021 19:41:26,03/23/2021 19:21:05
171,2021,5,2,441,147,0,0,12,05/06/2021 22:57:49,05/10/2021 16:55:23
171,2021,6,1,596,0,1,0,6,06/04/2021 22:40:25,06/04/2021 22:40:25
172,2021,3,1,3,3,0,0,2,03/30/2021 02:32:41,03/30/2021 02:32:41
173,2021,4,1,27,9,0,0,2,04/29/2021 17:33:00,04/29/2021 17:33:00
173,2021,5,1,4,4,0,0,3,05/28/2021 21:33:13,05/28/2021 21:33:13
173,2021,6,1,187,1,1,0,4,06/03/2021 18:04:48,06/03/2021 18:04:48
173,2021,9,1,681,183,0,0,9,09/28/2021 17:29:20,09/28/2021 17:29:20
174,2021,5,1,140,0,1,0,0,05/04/2021 01:16:32,05/04/2021 01:16:32
175,2021,5,1,8,1,0,0,1,05/18/2021 01:53:58,05/18/2021 01:53:58
176,2021,5,1,1,1,0,0,1,05/27/2021 22:59:27,05/27/2021 22:59:27
176,2021,6,3,284,109,0,0,5,06/04/2021 22:44:50,06/24/2021 17:19:45
177,2021,5,1,4,1,0,0,1,05/27/2021 23:30:42,05/27/2021 23:30:42
177,2021,11,1,6,1,1,0,1,11/19/2021 19:48:59,11/19/2021 19:48:59
177,2022,2,1,1,1,0,0,1,02/15/2022 00:46:10,02/15/2022 00:46:10
177,2022,5,1,1,1,0,0,1,05/24/2022 05:06:42,05/24/2022 05:06:42
177,2022,11,2,81,66,1,0,1,11/07/2022 15:32:07,11/28/2022 20:14:29
177,2023,4,1,4,4,0,0,1,04/18/2023 23:34:26,04/18/2023 23:34:26
177,2024,3,1,19,0,1,0,0,03/21/2024 17:10:48,03/21/2024 17:10:48
178,2021,6,2,61,0,2,0,1,06/02/2021 20:11:50,06/22/2021 07:42:58
178,2021,9,1,174,62,1,0,3,09/27/2021 16:55:53,09/27/2021 16:55:53
179,2021,7,1,2,2,0,0,1,07/12/2021 22:15:48,07/12/2021 22:15:48
180,2021,7,1,3,3,0,0,2,07/28/2021 16:40:10,07/28/2021 16:40:10
181,2021,10,1,3,3,0,0,1,10/01/2021 04:58:12,10/01/2021 04:58:12
182,2021,10,1,2,1,0,0,1,10/05/2021 00:53:08,10/05/2021 00:53:08
183,2021,10,1,3,0,0,0,1,10/05/2021 02:03:29,10/05/2021 02:03:29
184,2021,10,1,22,2,0,0,1,10/12/2021 19:54:23,10/12/2021 19:54:23
185,2021,10,1,2,2,0,0,1,10/26/2021 02:38:53,10/26/2021 02:38:53
186,2021,11,1,0,10,0,0,7,11/19/2021 00:15:02,11/19/2021 00:15:02
187,2021,11,1,30,0,0,0,1,11/24/2021 23:57:31,11/24/2021 23:57:31
188,2022,1,1,1411,964,10,8,40,01/11/2022 02:13:30,01/11/2022 02:13:30
188,2022,2,3,452,1095,5,2,26,02/03/2022 08:50:30,02/15/2022 02:53:48
188,2022,3,5,170,92,2,0,19,03/02/2022 00:59:11,03/29/2022 02:21:30
188,2022,4,4,274,169,0,0,20,04/04/2022 20:39:54,04/28/2022 14:01:18
188,2022,5,2,33,33,0,0,8,05/03/2022 00:12:05,05/09/2022 19:30:57
188,2022,6,3,65,57,0,0,15,06/02/2022 05:36:23,06/30/2022 16:03:32
188,2022,7,1,15,15,0,0,3,07/06/2022 23:58:50,07/06/2022 23:58:50
188,2022,10,2,692,378,6,0,61,10/13/2022 21:06:01,10/17/2022 20:11:20
188,2022,11,2,43,36,0,0,10,11/11/2022 15:22:39,11/30/2022 23:52:06
188,2023,2,1,23,17,0,0,5,02/06/2023 21:25:42,02/06/2023 21:25:42
188,2023,5,2,826,905,4,5,43,05/05/2023 22:39:34,05/18/2023 21:17:45
188,2024,1,4,819,275,6,1,83,01/02/2024 23:46:00,01/30/2024 19:36:24
188,2024,2,1,21,21,0,0,6,02/07/2024 19:58:00,02/07/2024 19:58:00
188,2024,3,3,1836,160,21,0,30,03/04/2024 20:53:56,03/15/2024 22:59:53
188,2024,4,1,77,55,0,0,12,04/17/2024 15:15:06,04/17/2024 15:15:06
188,2024,5,3,2726,3991,28,10,70,05/10/2024 20:39:26,05/29/2024 19:35:26
188,2024,7,1,637,689,10,25,42,07/28/2024 00:33:59,07/28/2024 00:33:59
189,2022,2,1,1,1,0,0,1,02/03/2022 09:05:04,02/03/2022 09:05:04
190,2022,2,1,1,1,0,0,1,02/15/2022 03:29:24,02/15/2022 03:29:24
191,2022,2,2,2070,6,25,0,5,02/16/2022 19:25:51,02/18/2022 23:41:22
191,2022,3,6,7744,94,83,0,57,03/02/2022 00:01:36,03/28/2022 20:40:36
191,2022,4,3,2967,673,21,0,73,04/21/2022 03:28:42,04/27/2022 02:10:40
191,2022,5,4,507,71,3,0,14,05/18/2022 21:51:55,05/24/2022 05:06:53
191,2022,6,6,1162,47,11,0,13,06/02/2022 22:50:53,06/17/2022 17:38:04
191,2022,7,2,437,47,1,0,9,07/13/2022 20:14:10,07/18/2022 22:57:21
191,2022,8,4,5135,1317,18,4,65,08/02/2022 18:00:28,08/25/2022 05:55:46
191,2022,9,6,1229,269,1,0,46,09/07/2022 17:41:00,09/29/2022 20:56:37
191,2022,10,10,1967,335,11,0,41,10/07/2022 23:37:22,10/31/2022 20:28:04
191,2022,11,2,129,18,2,0,9,11/28/2022 19:21:09,11/30/2022 22:59:17
191,2023,1,3,170,81,0,0,9,01/05/2023 20:47:35,01/23/2023 20:47:47
191,2023,2,2,85,34,0,0,11,02/16/2023 05:33:11,02/22/2023 20:24:57
191,2023,3,7,1436,295,22,3,32,03/01/2023 21:14:44,03/31/2023 22:44:44
191,2023,4,5,2441,18,7,0,18,04/04/2023 08:14:32,04/30/2023 01:22:01
191,2023,5,5,1373,40,15,0,28,05/05/2023 00:42:37,05/11/2023 21:26:27
191,2023,6,3,237,57,1,0,14,06/14/2023 07:27:29,06/23/2023 09:25:08
191,2023,7,2,13,1,0,0,2,07/06/2023 20:16:01,07/24/2023 22:23:09
191,2023,9,1,20,8,0,0,3,09/26/2023 08:26:20,09/26/2023 08:26:20
191,2024,1,1,167,126,0,0,9,01/10/2024 20:02:30,01/10/2024 20:02:30
191,2024,6,2,1499,11,22,0,2,06/13/2024 18:35:12,06/26/2024 16:43:31
191,2024,7,2,6813,203,57,1,16,07/17/2024 19:46:59,07/30/2024 22:47:31
191,2024,8,2,123,4,1,0,1,08/02/2024 18:44:00,08/05/2024 20:36:00
192,2022,2,1,8,8,0,0,3,02/17/2022 04:06:07,02/17/2022 04:06:07
193,2022,2,1,280,0,1,0,0,02/25/2022 22:15:00,02/25/2022 22:15:00
193,2022,3,1,1492,32,0,0,1,03/16/2022 22:21:44,03/16/2022 22:21:44
193,2022,5,2,1435,421,0,0,2,05/02/2022 23:29:23,05/09/2022 17:49:39
193,2023,3,1,50,320,0,0,1,03/28/2023 17:39:23,03/28/2023 17:39:23
193,2023,4,1,84,64,0,0,1,04/18/2023 20:25:09,04/18/2023 20:25:09
193,2023,6,1,69,1,0,0,1,06/13/2023 00:21:49,06/13/2023 00:21:49
193,2023,11,1,0,995,0,0,1,11/14/2023 22:10:26,11/14/2023 22:10:26
193,2023,12,1,36,107,1,0,1,12/01/2023 01:14:50,12/01/2023 01:14:50
194,2022,3,2,88,2,1,0,2,03/07/2022 21:20:40,03/11/2022 01:57:12
194,2023,10,1,3,4,0,0,3,10/12/2023 00:45:31,10/12/2023 00:45:31
195,2022,4,1,110,19,0,0,7,04/04/2022 18:57:29,04/04/2022 18:57:29
195,2022,6,1,4,4,0,0,2,06/10/2022 23:24:42,06/10/2022 23:24:42
195,2022,8,1,21805,603,36,3,10,08/10/2022 21:43:13,08/10/2022 21:43:13
195,2022,10,2,101822,788,4,0,32,10/20/2022 19:51:31,10/24/2022 17:30:48
195,2024,2,3,3555,6325,15,5,51,02/06/2024 19:13:28,02/26/2024 18:57:18
195,2024,3,10,260353,1458,14,1,66,03/01/2024 02:01:13,03/29/2024 21:52:53
195,2024,4,3,3243,1260,0,5,40,04/03/2024 18:09:24,04/19/2024 16:21:27
195,2024,5,2,209235,329,5,0,20,05/02/2024 18:58:56,05/21/2024 15:32:08
195,2024,7,1,4163,2149,4,0,33,07/15/2024 14:48:58,07/15/2024 14:48:58
196,2022,4,2,446,111,2,0,5,04/05/2022 21:20:04,04/11/2022 21:41:17
197,2022,5,1,1,1,0,0,1,05/23/2022 18:39:51,05/23/2022 18:39:51
198,2022,5,1,1,1,0,0,1,05/24/2022 01:11:25,05/24/2022 01:11:25
199,2022,8,3,4,13,0,0,3,08/02/2022 00:41:57,08/02/2022 17:16:34
200,2022,9,1,649,193,1,0,18,09/20/2022 20:16:32,09/20/2022 20:16:32
200,2023,1,1,560,5,1,0,6,01/09/2023 23:16:24,01/09/2023 23:16:24
201,2022,9,1,230,7,0,0,2,09/27/2022 21:47:32,09/27/2022 21:47:32
201,2022,10,2,159,51,0,0,5,10/04/2022 21:02:08,10/06/2022 21:43:52
202,2022,10,1,2,2,0,0,2,10/10/2022 22:26:56,10/10/2022 22:26:56
203,2022,10,1,15,15,0,0,4,10/12/2022 19:34:19,10/12/2022 19:34:19
204,2022,10,1,128,1,0,0,3,10/12/2022 20:08:56,10/12/2022 20:08:56
205,2022,11,1,1,1,0,0,1,11/17/2022 20:19:39,11/17/2022 20:19:39
206,2022,12,1,12271,32,15,0,26,12/21/2022 20:54:13,12/21/2022 20:54:13
206,2023,1,1,29,14,0,0,4,01/13/2023 04:37:51,01/13/2023 04:37:51
206,2023,5,1,97,0,1,0,0,05/04/2023 21:59:32,05/04/2023 21:59:32
207,2023,2,1,209,76,1,0,9,02/09/2023 19:38:50,02/09/2023 19:38:50
208,2023,4,1,17,17,0,0,6,04/21/2023 17:49:51,04/21/2023 17:49:51
208,2023,8,2,142,10,2,0,12,08/03/2023 19:24:11,08/25/2023 17:57:35
208,2024,1,2,90,6,2,0,8,01/19/2024 19:36:36,01/26/2024 22:49:31
208,2024,2,2,132,14,2,0,14,02/13/2024 23:41:41,02/21/2024 08:36:18
209,2023,5,1,28,3,0,0,4,05/04/2023 22:06:42,05/04/2023 22:06:42
210,2023,5,1,6,14,0,0,1,05/05/2023 17:06:37,05/05/2023 17:06:37
211,2023,5,1,334,18,1,0,5,05/09/2023 05:07:05,05/09/2023 05:07:05
212,2023,5,1,5,3,0,0,1,05/11/2023 18:58:47,05/11/2023 18:58:47
212,2023,6,6,985,1724,0,0,30,06/01/2023 19:13:08,06/13/2023 23:39:40
212,2023,7,10,3098,1671,0,0,54,07/06/2023 19:15:46,07/28/2023 14:58:03
212,2023,8,3,1159,103,0,0,8,08/25/2023 21:59:41,08/31/2023 16:27:49
212,2023,9,6,1410,1112,3,0,24,09/01/2023 03:36:46,09/27/2023 22:28:28
212,2023,10,8,17181,22634,9,5,67,10/02/2023 23:07:10,10/23/2023 05:23:12
212,2023,12,2,2702,2540,9,0,23,12/07/2023 20:27:01,12/12/2023 17:04:47
212,2024,3,1,41,0,0,0,2,03/21/2024 16:47:45,03/21/2024 16:47:45
212,2024,4,3,238,155,0,0,15,04/03/2024 19:41:57,04/05/2024 19:32:03
212,2024,6,3,689,276,1,0,24,06/06/2024 06:15:07,06/13/2024 19:14:02
212,2024,7,1,4699,4161,1,1,5,07/24/2024 19:11:33,07/24/2024 19:11:33
213,2023,8,5,8317,8361,0,0,48,08/07/2023 02:49:12,08/31/2023 04:21:45
213,2023,9,1,386,391,0,0,5,09/01/2023 03:36:33,09/01/2023 03:36:33
214,2023,9,1,11,3,0,0,3,09/25/2023 17:52:21,09/25/2023 17:52:21
215,2023,9,1,25,4,0,0,4,09/27/2023 17:35:51,09/27/2023 17:35:51
216,2023,10,1,24,24,0,0,1,10/19/2023 21:52:58,10/19/2023 21:52:58
217,2023,12,1,2,2,0,0,1,12/07/2023 20:15:04,12/07/2023 20:15:04
218,2023,12,1,3,3,0,0,1,12/07/2023 20:31:55,12/07/2023 20:31:55
219,2023,12,1,81,28,0,0,3,12/11/2023 22:57:23,12/11/2023 22:57:23
220,2024,2,1,329,1470,2,1,0,02/12/2024 16:37:15,02/12/2024 16:37:15
221,2024,3,2,461,302,2,0,8,03/06/2024 20:50:41,03/08/2024 01:21:22
221,2024,4,1,2,2,0,0,1,04/18/2024 00:09:42,04/18/2024 00:09:42
221,2024,5,1,19,15,1,0,1,05/10/2024 15:14:43,05/10/2024 15:14:43
221,2024,7,2,41,0,0,0,2,07/10/2024 19:00:33,07/26/2024 23:28:12
222,2024,3,1,8,8,0,0,1,03/21/2024 16:44:00,03/21/2024 16:44:00
223,2024,3,1,4,0,1,0,0,03/25/2024 19:26:57,03/25/2024 19:26:57
224,2024,4,1,2,1,0,0,1,04/18/2024 00:29:47,04/18/2024 00:29:47
225,2024,5,1,13,4,0,0,1,05/29/2024 17:18:08,05/29/2024 17:18:08
226,2024,7,1,1,1,0,0,1,07/24/2024 19:01:44,07/24/2024 19:01:44
227,2024,7,1,195,36,0,0,2,07/26/2024 23:39:20,07/26/2024 23:39:20
228,2024,7,1,4,2,0,0,1,07/27/2024 03:04:17,07/27/2024 03:04:17
229,2024,7,1,60,12,0,0,3,07/28/2024 22:55:03,07/28/2024 22:55:03
