Commit,File Sha,Type,Path,Lines Added,Lines Deleted,Current Lines,Commit Author,Commit Date Utc,Commit Message,Work Items
af49038bb531a22ec2add894ee6b88f9e1cb0376,1ff0c423042b46cb1d617b81efb715defbe8054d,Added,.gitattributes,63,0,63,1,05/04/2019 16:22:21,Add .gitignore and .gitattributes.,0
af49038bb531a22ec2add894ee6b88f9e1cb0376,4ce6fddec962ff3b86038d9939b6be5dfc1e6351,Added,.gitignore,340,0,340,1,05/04/2019 16:22:21,Add .gitignore and .gitattributes.,0
ba38ec694d75787211498f672176e515ac9ae746,fa3ab18c5d7d2fcf23dcd03b9db38552bf5537ed,Added,MattEland.Emergence.WinCore.sln,25,0,25,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,9a33d3aa3413969d48b4a02e26415df5431b5801,Added,MattEland.Emergence.WinCore/App.xaml,9,0,9,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,6646008748aa17d9470e5bb8791756041bf5c156,Added,MattEland.Emergence.WinCore/App.xaml.cs,17,0,17,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,bd25378b1a5e664f4e9de3dd5e1c668d5fc79da7,Added,MattEland.Emergence.WinCore/GameViewModel.cs,19,0,19,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,69ed06f15f39d3627dc6ebaf60d1c1f8de1be7d8,Added,MattEland.Emergence.WinCore/MainWindow.xaml,12,0,12,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,5914286568e552ce9264652bbea414ab7cb319e0,Added,MattEland.Emergence.WinCore/MainWindow.xaml.cs,36,0,36,1,05/04/2019 16:22:24,Add project files.,0
ba38ec694d75787211498f672176e515ac9ae746,129a5a495d7da07b6633f4ca5ce43764008de1d0,Added,MattEland.Emergence.WinCore/MattEland.Emergence.WinCore.csproj,9,0,9,1,05/04/2019 16:22:24,Add project files.,0
6e0d6d42eaf2a42b03fdf890536837700b838823,3b5acc721581003072e1451cc250f0f12804d93e,Added,MattEland.Emergence.Domain/Health.fs,11,0,11,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,8b0be1b3e5c946f3197ac151c74d06cf51c7381d,Added,MattEland.Emergence.Domain/Library.fs,1,0,1,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,ab96acf7c4ed15521e5552e2e4b9a55a5e8ae455,Added,MattEland.Emergence.Domain/MattEland.Emergence.Domain.fsproj,15,0,15,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,a7c248497024e14410b20afeb0859ab7bbd972ec,Added,MattEland.Emergence.Domain/Obstacle.fs,4,0,4,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,20b79203fb59466901213f425b5df9cb43c1710e,Added,MattEland.Emergence.Domain/Position.fs,3,0,3,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,11461f24ff6d50ba6b5921357afeb4e7648d63e9,Added,MattEland.Emergence.Domain/WorldObject.fs,5,0,5,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,991a3f9497900c49e9e61176110f5d4327aa7939,Modified,MattEland.Emergence.WinCore.sln,6,0,31,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,5fb4dc6ea153c366ce49e4202565d330e2ac0c3b,Modified,MattEland.Emergence.WinCore/GameViewModel.cs,4,4,19,1,05/04/2019 18:19:07,Early F# objects,0
6e0d6d42eaf2a42b03fdf890536837700b838823,c9c707671a78f826a3b98f55187513554697c047,Modified,MattEland.Emergence.WinCore/MattEland.Emergence.WinCore.csproj,4,0,13,1,05/04/2019 18:19:07,Early F# objects,0
3f261eae04330ce0ec3465e7fd656d662823de67,8e6abb8a0599293720c533756a7252b8fa728d30,Added,MattEland.Emergence.Domain/DestructibleObject.fs,7,0,7,1,05/04/2019 19:14:25,Working on UI binding.,0
3f261eae04330ce0ec3465e7fd656d662823de67,0000000000000000000000000000000000000000,Deleted,MattEland.Emergence.Domain/Library.fs,0,1,0,1,05/04/2019 19:14:25,Working on UI binding.,0
